appliance_type,file_id,active_power,apparent_power,power_factor,rms_v,rms_i,thd_i,crest_factor_i,h2_i_norm,h3_i_norm,h4_i_norm,h5_i_norm,h6_i_norm
Compact Fluorescent Lamp,22,9.979114929491999,22.227437607370142,0.44895480557701073,120.00002023113602,0.18522861549987354,0.8041241914608916,108.1366393952973,0.006393994838877568,0.7255274677115824,0.006671308102980551,0.34655282855736336,0.006430893074658531
Fridge,23,91.96808530832084,93.9970272469343,0.9784148286595986,120.00004408108926,0.7833082726487701,0.13874800822154248,1.8766557833344084,0.0008573360781287035,0.11316031268623121,0.0011019729790112873,0.08027042790258355,0.0006800389241823167
Hairdryer,24,166.59441347704498,187.0303227535414,0.8907347804589645,120.00000500388603,1.5585859579546242,0.04529383299748462,1.7323394877387999,0.003567976791901455,0.03501032077040087,0.00011645611021909597,0.02850206513447619,0.0008348711365151177
Hairdryer,25,189.583819289555,199.25399323572952,0.9514681046580877,120.00013728908581,1.660448043952796,0.042935798345357996,1.6742469059026042,0.0015402037645440665,0.03340947533793923,0.0005659425560589996,0.026907936303876105,0.0007484533721940587
Hairdryer,26,189.47387556644503,199.17521289438383,0.9512924465501482,119.99995831621263,1.6597940173407062,0.04559856501145375,1.6387575636390943,0.002443858707783734,0.03656167053788254,0.0009418595218142581,0.02711942308361847,0.00038823375995023266
Hairdryer,27,183.9580529736495,195.4786018233604,0.9410649107255168,119.99993996031866,1.628989163561256,0.04542240581897559,1.7065797994152598,0.001304285443275905,0.03609038533439263,0.0006995894177420021,0.027538396913758516,0.00035376029752067834
Laptop,28,17.514085287485,36.20725577102073,0.48371755645460374,119.99998803026291,0.3017271615217961,1.1714129679211787,6.2639372288115025,0.017236782357278626,0.9313322236436333,0.012450864894967452,0.7101185072811655,0.010402188760747923
Laptop,29,18.913002187121833,39.35924207317975,0.48052252002102364,119.99999258594092,0.32799370420787044,1.1890352751172457,5.7623057264604896,0.013899290523907513,0.9381623935391304,0.011898298034520976,0.7302395738569755,0.008462495026300032
Laptop,30,19.030729591839833,38.6477604720487,0.4924148090185838,119.99999250847755,0.32206469070669635,1.1734383823141326,6.365180844574268,0.041681956860381564,0.9293659884452644,0.03931248432875017,0.7132672188561746,0.034691701637916975
Laptop,31,17.428755225167333,36.095865916956576,0.48284629783545135,120.00002064430365,0.30079883089311815,1.2097574009144647,6.316513911834719,0.022450449232085196,0.9495422230574877,0.022473316806590544,0.7486296797813969,0.020665565798131426
Laptop,32,23.150134282083833,45.61959732876755,0.507460294207495,119.99999366999972,0.3801633311266795,1.1549988858912086,5.4450280458801705,0.027939779573981346,0.9184734496622453,0.02431469782804198,0.6990908953594042,0.018139263710064326
Microwave,33,195.32246210233833,792.0904815602478,0.24659109868053852,119.99988332595284,6.600760430814013,0.5457327630729404,13.071221248573606,0.03889084615127294,0.5028165764906395,0.017803770848555046,0.2077604906403395,0.002417737693468133
Microwave,34,216.10066963315668,835.7419620623276,0.2585734346758102,119.99997555276705,6.964517769379299,0.5535925624851092,12.606759420735175,0.03251318673845816,0.5117371153978351,0.011000528103690078,0.20831706678583828,0.003966196972803407
Microwave,35,217.18450143948502,886.9668249386214,0.2448620346702531,120.00025205075472,7.3913746828087845,0.5349542339059583,14.148924183648436,0.041690266631696955,0.4909382935386202,0.010728804134176729,0.2080853649655888,0.001708692033270767
Microwave,36,227.52451422059332,865.8135199442027,0.26278697315243604,120.00006529393292,7.215108740344805,0.5385926913978449,13.529941614620046,0.038038018116931006,0.496260119730841,0.017643073998569736,0.2050551352446174,0.0014843919072537375
Microwave,37,190.85691990040002,790.6213690452219,0.24140116542876217,119.99983745519332,6.588520333124881,0.5494243624289152,13.144074180754076,0.040024134763133185,0.5089847155797192,0.01254290246242054,0.20253891859515408,0.004518852203662286
Air Conditioner,38,103.75911201853333,122.47738637514836,0.8471695476969036,120.00006970750997,1.0206442935714675,0.018138099615116053,1.881164684007081,0.00023638714240075686,0.017898021343536512,0.0005453759524445877,0.0028771003139567175,0.0001430720343656053
Air Conditioner,39,98.12801948992653,122.05510549298747,0.8039648902320138,119.9999756386723,1.017126085596078,0.01907377255307161,1.9073348206019902,0.0015621104602763513,0.018591317385336856,0.0005088247224521329,0.0038969812703975363,0.000534941654637998
Air Conditioner,40,103.15558903930594,121.8115369827071,0.8468458045476461,119.99997538096252,1.0150963497783514,0.01763872059742089,1.9308511949904759,0.0010091061382623775,0.017190874467950538,0.00038356192638211163,0.003785293404732974,0.00032316904474690117
Compact Fluorescent Lamp,41,7.7050923712629995,19.640820924822883,0.3922999145888543,120.00000849243645,0.16367349612363433,0.9833365213348707,91.89025930404279,0.013274971048527985,0.8461713403345374,0.01451785048383043,0.5003068446236338,0.015838098722699416
Compact Fluorescent Lamp,42,7.1440389135918325,17.05439450478355,0.4188972473685898,120.00001896318996,0.14211993174780238,0.9931423695888024,57.06447998013062,0.018342977195727098,0.8513958190578397,0.014952912091215981,0.5106296988982583,0.012416995367444159
Compact Fluorescent Lamp,43,7.771202677375499,17.07456280073522,0.4551333330210292,120.0000195176061,0.14228800019678398,0.9786342111092593,42.027437252120166,0.006336698657079761,0.8420330380414224,0.00818704802012993,0.49856420537066937,0.005642128865378527
Compact Fluorescent Lamp,44,7.052628932424166,16.38588604875985,0.43040876223827623,119.99996728525355,0.1365490876327386,0.9769232388784155,36.10423244466994,0.014897064527246894,0.8413040622511135,0.01078802829623711,0.49615208531171695,0.00901629942123846
Compact Fluorescent Lamp,45,7.443854052009167,17.911726260644866,0.4155855188767925,119.99995991079524,0.1492644353711448,0.9902071696021922,62.37252683032472,0.0020955308887083517,0.8493268921507129,0.004822210410775214,0.5089221916021953,0.011163643359725
Fridge,46,331.5097423457734,340.3082129613409,0.9741455825029793,120.00001902895346,2.835901324975888,0.06301018122649152,1.6326379057068798,0.0008720060882022571,0.05695630747444426,0.00036177350510351155,0.026929224935740296,0.00043306667537003384
Laptop,47,7.158762888561667,18.688000736531325,0.3830673483743881,119.99999510858589,0.15573334581906342,1.3669801734235585,5.6506844784701125,0.03164374352976963,1.0419030592193728,0.025098427146560822,0.8836534475866219,0.024456834236720886
Laptop,48,8.323190111343333,20.969221706892352,0.39692413136189947,120.00012594636189,0.1747433308217131,1.3422306876965178,6.5810809178939165,0.025133338079649122,1.0176810055849517,0.02542449357714144,0.8741238599576528,0.023194347628733947
Laptop,49,7.071843797881666,18.663136973472895,0.37892042521754665,119.99997686400344,0.15552617143104885,1.4127967736656737,5.401020241615132,0.022731893991479304,1.0570242866798056,0.0227024314571102,0.9365751643046307,0.02211793974208267
Laptop,50,9.640877515629999,24.435177529545317,0.3945491087172549,120.0000430999667,0.20362640627711656,1.3039289328299366,7.022664821054216,0.011235418189600731,0.9949469165145731,0.006576046748729996,0.8426928749390094,0.0032457207907281784
Laptop,51,6.9722628108633335,18.41760382031774,0.37856514228912586,119.99991129034662,0.15348014529573525,1.4282593836262099,5.929105671919677,0.004811596017468674,1.0657980643052314,0.0023446908787531644,0.9507527034838145,0.006324620637520979
Vacuum,52,746.6937184465942,945.2727940248511,0.7899240549040532,120.00000946980295,7.877272661905261,0.2221236667473438,5.64281597296506,0.007289621561485594,0.2219449552471419,0.0036751249441294804,0.0031448253947290433,0.0016808084368112632
Vacuum,53,738.9870114240258,941.5290772886567,0.7848796487009237,120.00000736587901,7.846075162461803,0.21873091120824262,5.653782188097406,0.006086954876166595,0.21858764738330372,0.001938666956803448,0.004595462332103868,0.0008510030205057529
Vacuum,54,713.9941273219416,931.1097841169571,0.7668205613359299,120.00004152848201,7.759245515727244,0.22206664506424184,5.680964716305739,0.006681928033919945,0.22192522321570785,0.002685068408581932,0.002946961107103088,0.001499271946704937
Vacuum,55,717.2203442014434,930.2016603612201,0.7710374801125695,119.99996294378766,7.751682896743563,0.21905390322552495,5.735528735144389,0.007402186434157418,0.2188613153103886,0.0011796755863280007,0.005291283787000017,0.0003943302356269968
Vacuum,56,677.576100845104,912.3211539725677,0.7426947165421945,119.9999893174465,7.602676959904758,0.21711918000627217,5.695362334656191,0.005242023996045498,0.21697998116944167,0.00047484509351582025,0.005640950513812745,0.0009494641475683364
Incandescent Light Bulb,57,62.77419359223833,69.04762492635638,0.9091434160000572,120.00002260232698,0.5753967660087544,0.01984676561021591,17.622622508527837,0.008584505664564165,0.01484251862326037,0.006233308076610611,0.0064335536051400586,0.004433426105387797
Incandescent Light Bulb,58,60.00467352567333,67.14856531310335,0.8936106563987011,120.00006706175337,0.559571064894055,0.01697562236185478,13.170802534965565,0.009225419649121434,0.011687954193611055,0.00650359405570232,0.0017415443522063585,0.00459623772947936
Incandescent Light Bulb,59,60.83508973333915,67.29858511608212,0.9039579305925347,119.99983740677354,0.5608223025165814,0.013931606673182764,10.306294835393262,0.008939754236880178,0.005416876644014374,0.00530166158464646,0.006523034505127089,0.003764347405698684
Incandescent Light Bulb,60,59.0729237304585,66.25917189343501,0.8915433447533242,119.99998627882665,0.5521598289142978,0.023899335813803095,14.66966551320274,0.015159839575518997,0.01609318787476948,0.005865424621787537,0.0061006842447400254,0.003277997279581077
Incandescent Light Bulb,61,56.62287233708335,65.53344747355332,0.8640301177491704,120.00010620389955,0.5461115789531171,0.012990912635397152,10.03457939951581,0.007239046645231034,0.003650316602121823,0.005268770039405473,0.0072348298389492615,0.004788789298588646
Compact Fluorescent Lamp,62,8.562753134051334,21.508056441014926,0.3981184054233063,120.00004304443307,0.17923373938333523,0.707691924376313,23.488881136357282,0.00458304163918426,0.6556390132272832,0.010015679693056128,0.26605415911307195,0.007694833985153736
Compact Fluorescent Lamp,63,9.2316492679325,23.553903178325395,0.3919371323742038,119.99995100105207,0.19628260663305516,0.6850561963514996,63.53084572242469,0.015493568340247767,0.63664128574528,0.016102593583533064,0.2518710838541795,0.007174843710600803
Fan,64,27.512311893805,30.96824828395641,0.8884038787579144,119.99996907989518,0.2580688021955902,0.035979462924595196,1.7824703958263282,0.006396844934801716,0.029164320544508713,0.00860366229567063,0.01770234857670312,0.003955803884234089
Fan,65,26.601711232849997,30.445878775960917,0.8737376716435542,120.00002112994572,0.2537156117913651,0.04171037801277408,2.2466098793665137,0.010849521335109039,0.033230117176180914,0.012336119468699185,0.01827658315388289,0.005620453531343563
Fan,66,25.74750846762333,29.951596633818742,0.859637260156992,120.00002761671924,0.24959658117316696,0.039845946297254915,2.0833618696052194,0.00784149545002856,0.03201452379731374,0.004866461245547323,0.021831628508231237,0.00098904149877926
Fan,67,26.628884704593332,30.407216334530816,0.8757422715591772,120.000335187753,0.2533927616698367,0.03542235307446065,1.6180414834983246,0.008735141981942314,0.02882004938807254,0.00936606066496367,0.015815660794030965,0.003160209870323862
Fan,68,26.624905074891668,30.428019981429706,0.8750127379678636,119.99955570351524,0.2535677720058288,0.03891853104221101,1.7352362901618492,0.005829723752373366,0.03154735440685489,0.010035061705631785,0.018805152007494007,0.005576253574045567
Fridge,69,120.11058692057753,152.30327685596836,0.7886277262055554,120.00002312301419,1.2691937292365314,0.017687101794133648,2.3164312368360993,0.0013457389667523635,0.017140684783990716,0.00025834323803487373,0.0041369204593495095,0.00019654396367269522
Hairdryer,70,1239.0014141842018,1386.8774378821545,0.8933748436172065,120.00027413767465,11.557285579956336,0.01951479425039667,1.7296448947033394,0.0025111946408335104,0.018545517036294798,0.0010548328608242224,0.005399337685060486,0.0005651319899585244
Hairdryer,71,1337.3903344509567,1434.789306462395,0.9321161848832117,119.99993973048218,11.95658355899934,0.01883844974317352,1.6543187192559052,0.0026335357005970264,0.01787597189545479,0.0006084369589345138,0.005233778624115846,0.0007991702030333904
Hairdryer,72,1287.8024421215587,1408.385878253606,0.9143818196462106,120.00000975536065,11.736548031327894,0.020390773303830205,1.69555817834015,0.002461385292995774,0.019223609387076467,0.0003396512220618745,0.006326248771842622,0.00020316009656369118
Hairdryer,73,1334.7050686090017,1433.6972965988866,0.9309531878000182,120.00004491838042,11.947472999481244,0.020653826128939054,1.6555802219313527,0.00018175349716777453,0.01986784439242049,0.00045421163560178295,0.005616976326273187,0.00024398231380401737
Hairdryer,74,1406.7077269733936,1469.812409443148,0.9570661656791548,119.99995400014504,12.248441440580647,0.021022180017564288,1.5544834901947648,0.003793048339259798,0.019742058977380388,0.0013718086390053573,0.005907716944788236,0.0010064620602706971
Laptop,75,15.720158720915835,35.12310529613975,0.4475731456080445,119.99997576152775,0.29269260325467744,1.321982086133088,6.388955440643224,0.006636593417408369,0.9938773492217857,0.0071054105001271545,0.8716036275658432,0.007552214520748704
Laptop,76,14.865033477626165,35.38992566388547,0.4200357361246327,120.00001832391197,0.2949160021655884,1.3154703231106535,9.901124315256684,0.0020923660100994695,0.9922998252778215,0.003551976173107743,0.8635844580135431,0.0028490499561242394
Laptop,77,15.834533168563166,36.73891937192622,0.4310016037287969,119.9999810016563,0.3061577099034635,1.2403689956189876,7.0551873434155326,0.016500663397874586,0.9564500543662381,0.024710550834376732,0.788768411725823,0.026077734642612576
Laptop,78,16.387979920796667,35.747135986077325,0.4584417595630431,119.99998662795515,0.2978928330792804,1.2904034515267633,6.31099439542294,0.006221794588023483,0.9798998295174378,0.008703702123161227,0.8394453971846572,0.012423840421902728
Laptop,79,15.953703635166667,34.508879601946916,0.46230720380346957,120.00004732949486,0.287573883260169,1.3480345475869782,10.432101712400254,0.013043107649761212,1.008156542724842,0.010673121048559926,0.8946990920892064,0.006857353264364106
Washing Machine,80,12.329308187718,15.068422984562002,0.8182215352163729,120.00005138132278,0.1255701377716852,0.08428206082076993,1.7520089083601198,0.00563314350028767,0.08360721277589853,0.0004239635724329734,0.00901083576145475,0.0004387893755531844
Compact Fluorescent Lamp,81,10.220066832491167,23.004497704069433,0.44426385500620014,119.99997308613574,0.19170419052974996,0.9325100370592863,94.4684618002107,0.013716981729425384,0.8143678728591527,0.010808832499862982,0.4538325433362222,0.010534373848070516
Compact Fluorescent Lamp,82,9.67954562323,23.234333594885538,0.4166052615066486,120.0001255496683,0.19361924405044725,0.9463465321235102,102.00432346928368,0.012157963764100695,0.8261216572535257,0.013836776561958511,0.46110054537402606,0.01190717708539505
Air Conditioner,83,2569.8711305558,3394.4577638462674,0.7570785407693137,120.00031085738823,28.287074755000738,0.057138501657192836,1.6799192002559107,0.0024687656958130265,0.05527834670242766,0.0005308525757666898,0.014237472485563061,0.000174717429144309
Air Conditioner,84,2207.1944259132665,3145.46273083201,0.7017073845060116,120.00009989625615,26.21216760278834,0.05652107424662057,1.8384591740087053,0.0012517385848523008,0.054459748192911515,0.0007805538245149295,0.015049527509403882,0.00032135454343806624
Air Conditioner,85,138.57539985408587,160.1608863671092,0.8652262296829036,119.99940838518147,1.334680633199582,0.08111182088719698,2.6073653227870106,0.0010201440546796178,0.07937491432564019,0.0005768429842516421,0.016653949422946648,0.0001516256283187503
Air Conditioner,86,889.2456230211682,1298.9861174539055,0.6845689965987823,120.00009334349708,10.82487589185112,0.07793599011575143,4.3630985215779114,0.0024207119899570134,0.06877679647184143,0.0001888671764641255,0.03657489918442011,0.00038994191137145046
Air Conditioner,87,2406.5843679505165,3295.0015891954413,0.7303742662346168,119.99990410353124,27.458368519633503,0.06051474272307628,1.760483328258762,0.0009594009294061982,0.05820291015568099,0.0011397782072302012,0.016487884068095836,0.0006208628687961447
Compact Fluorescent Lamp,88,6.67652733230841,15.910413578335081,0.41963254439845077,120.00058685480927,0.1325861314127185,0.9680765254750971,55.963620937870026,0.016636249790939334,0.8389863770507227,0.010058323463779734,0.4825495703397808,0.006480415582624257
Compact Fluorescent Lamp,89,5.4063387326896555,14.054091163773599,0.38468077869206196,119.99969156667923,0.11711772738985982,0.9418510105644365,7.684575341904415,0.01785668609660299,0.8214495616319539,0.004364673989216421,0.46035965843641696,0.005917521680727972
Compact Fluorescent Lamp,90,6.096312371928571,16.873971862173843,0.3612849672693003,120.00019160505676,0.14061620766164495,0.9541284343185473,73.17790865730154,0.024707724021141617,0.828822866184942,0.012474942584860454,0.47170684804229135,0.011843958601171161
Compact Fluorescent Lamp,91,7.119020995337837,18.285853268255366,0.38931850162533077,120.00023967851311,0.1523818062134219,0.9136730020759416,89.77449696875331,0.016544086419777008,0.7982826088144384,0.015848371687266844,0.4436742633770335,0.013095859006653084
Compact Fluorescent Lamp,92,6.7956327865,18.123075540839178,0.3749712774295114,120.00000859666198,0.15102561868769152,0.8682145233578625,74.55688708870478,0.0243846269803049,0.7618087182447342,0.011191115770806488,0.4151404817003252,0.019556705353749863
Compact Fluorescent Lamp,93,6.238953784897437,17.302198509053845,0.3605873427953526,119.99973100490989,0.14418531078495428,0.9350282144460157,88.63593614651064,0.025618395214170184,0.8203460972747685,0.01832030766476016,0.44727753312950236,0.016152863754349565
Compact Fluorescent Lamp,94,5.320078530666667,16.088021992818362,0.33068568236925155,119.99999528052517,0.1340668552128626,0.9109377318756043,95.84770210054982,0.019084010496321722,0.7986794078065116,0.009723529949307825,0.43742665989160384,0.010859356577916823
Compact Fluorescent Lamp,95,8.203412499866667,19.866511489781615,0.4129266733158517,120.0000995404827,0.1655541250870341,0.9266774671610485,104.19553116499776,0.005139504680638398,0.8101651347914007,0.011459473324488767,0.4494310604077514,0.01475026833568759
Compact Fluorescent Lamp,96,6.67049876664706,15.442207768958955,0.43196535537202885,120.00001973316837,0.12868504357996102,0.9597232317828206,16.39662187073752,0.01069940408558791,0.8349062567828461,0.004114449563428489,0.47308104396696943,0.007946313902890164
Compact Fluorescent Lamp,97,8.090097900016668,21.048930941074754,0.3843472109184272,119.99984369040673,0.1754079863252146,0.9011709528893824,120.86108759434823,0.015527729890671577,0.7910334008105094,0.0167935782660035,0.4310199435911762,0.00859759814381966
Compact Fluorescent Lamp,98,5.1018467965,15.948211155638587,0.3199008808393041,119.99981106012133,0.1329019688843372,0.9142610128472004,80.43522672943516,0.019606889951205426,0.8027016845816836,0.018208521042594825,0.43671651636986863,0.010291216631923387
Compact Fluorescent Lamp,99,5.0055071342,13.454787376856316,0.3720242463890594,120.0002861470312,0.11212296077669967,0.949973766963841,29.431973407946025,0.007945698235274643,0.828991097431109,0.014655349742167274,0.46355660381985436,0.007828151628998484
Fan,100,11.797250380646549,14.144624684460341,0.8340447798241915,119.99935157624863,0.1178725092982917,0.20230812427017564,2.0360981659654738,0.008966765191001161,0.20026925883881516,0.012763077857809934,0.0229517074282303,0.007121881886293764
Fan,101,10.947120568250002,13.646609252436255,0.802186122995767,120.00007084092138,0.1137216766357325,0.20170251296350494,2.2862835625684523,0.0030781805819682156,0.2001963499383955,0.0033946145746814853,0.02410117294249947,0.0018601252985381818
Fan,102,11.808424053481483,14.139059041952377,0.8351633597712829,120.00045737913982,0.11782504292696329,0.19854985899086114,2.121790018400151,0.0057033868364745315,0.19693273845461828,0.007271072162768158,0.023145252316648178,0.004294556257844626
Fan,103,11.538903543201682,13.945884991768393,0.8274056146320266,119.99926498261404,0.11621642010714756,0.1970705679730461,1.8930199346802072,0.006415436175271314,0.19572005965211592,0.004215940054596537,0.021274398720226805,0.0043514363399974314
Fan,104,11.88338549296,14.18286505632444,0.8378691784605923,120.00002856501116,0.11819051400175906,0.19832695394805255,1.7767923405162152,0.007439762818376669,0.19719136802670567,0.002458698047522631,0.019662327417523863,0.0010689488822172182
Fridge,105,263.12269480725,480.02571199443554,0.5481429186657821,119.99986041722002,4.000218919634274,0.05589334972621863,4.122274388299634,0.006251315124240694,0.05061081966197391,0.000978678325862832,0.022852351341904165,0.0005871651033876325
Fridge,106,210.3738362681778,389.7803455593831,0.5397240745073107,119.99913451416018,3.2481929735367223,0.0515368176083563,5.0366465703504,0.005756657507397856,0.04777534986449729,0.0010813642908303017,0.018400548000624302,0.0008190808333863812
Fridge,107,227.02218431618888,429.6007228795871,0.5284492605004787,119.9999129435256,3.580008621187633,0.044101443267448054,4.6619999463753405,0.0043698278074313915,0.03992018587471535,0.0010357737732657895,0.01817815588823302,0.0008381432617572135
Hairdryer,108,630.0236659968799,724.265844666497,0.8698790238921004,120.00035243156475,6.035530979623914,0.03919945454237886,1.9849123532701174,0.0011074137054103046,0.03741138087932227,0.002070098859005462,0.01143792434998758,0.0008050026616613331
Hairdryer,109,649.317170467224,711.3957624773826,0.912736910613616,120.00015687522817,5.928290270629114,0.06210997334014808,1.9027408384311382,0.05351078725020076,0.029208627818453282,0.0022483309517741666,0.011620468099758276,0.0010051001017457638
Hairdryer,110,651.1567720634001,711.668190400363,0.9149724279471857,119.99990483960448,5.930572956300259,0.0659311828177932,1.8497369614762396,0.057420631129829106,0.03007999410800483,0.000434877728455954,0.011995911068086748,0.0009460136762290199
Hairdryer,111,645.86178150744,710.3113725148032,0.9092657199346473,119.99971865842727,5.919275315441916,0.06252346754478831,1.876918948340986,0.05391013548539738,0.02852412786899691,0.0017061213607517131,0.013645144423554266,0.00039319034339885847
Hairdryer,112,617.9526510572667,694.5319049135129,0.8897397609606109,120.00027330872523,5.787752692251689,0.06352518286037935,1.8608258805560676,0.055411412399784275,0.028395805064963656,0.0015783466719894875,0.012478766334182741,0.0007012136465719401
Hairdryer,113,596.659686324325,707.0917070725623,0.8438222091368628,119.99972677985902,5.892444308391891,0.03891648552367155,1.9974732698342896,0.0030970577490168983,0.03708084049599042,0.0021170888541264246,0.011193626882692239,0.00036469016865321323
Laptop,114,7.575891352114129,20.433425960627144,0.3707597231473566,119.99991727177596,0.17027866706232386,1.3365524434776552,15.092906494618916,0.009708657197681632,1.0237895380773354,0.006950079813737835,0.8590699989962172,0.009142815765776862
Laptop,115,8.394704067173183,22.260029434028784,0.3771200793804992,120.00032281300162,0.18549974626915744,1.2938461446519725,13.692741101189954,0.005333252537372244,1.0009661846672966,0.005936330901642364,0.8197339904527973,0.008777498077520585
Laptop,116,8.07927574852439,21.4834175358629,0.3760703219139794,120.00049790388651,0.17902773664380858,1.299223385367957,14.187745695816695,0.012464384337238059,1.0023657497961151,0.009112572337195894,0.8263943527274982,0.008847748371110048
Laptop,117,8.601413008167567,22.468908203751937,0.38281401704829043,120.00032585707929,0.18724039325120223,1.2605872360504504,13.458634412389644,0.017543336855825164,0.9776693999223799,0.017434735791290658,0.795204735884747,0.016745551500275267
Laptop,118,7.761440136172975,22.396388109147424,0.3465487425181271,120.00001160102522,0.18663654953310088,1.2751788278424863,13.073537879391916,0.005994125466482526,0.984452788911129,0.002883809330850474,0.8104762800740535,0.004207484259850221
Incandescent Light Bulb,119,33.15032272952173,36.21123776012704,0.9154705770931767,119.99936795693422,0.30176190405538345,0.025266899975207962,15.97285785655491,0.00850264020585985,0.01811963606841852,0.004232064263873726,0.014568196568495572,0.0027672031806578587
